id,diaSemana,arribo,inicioAtencionCaja,finPedido,finPago,metodoPago,observacion
FqqGOcrc60x6L5JJyz06,domingo,"14:26:28,691","14:32:22,937","14:32:50,892","14:33:34,392",Tarjeta,
FigmmO8wlWmvH5KJltKO,domingo,"14:32:56,118","14:39:46,333","14:39:53,956","14:40:17,329",efectivo,
FduCaLMcJiKat9Vm80fn,domingo,"13:40:30,760","13:41:10,683","13:41:24,943","13:41:36,308",Tarjeta,
FUAo7v2j8CFEctOwgxm6,domingo,"12:44:08,203","12:44:29,955","12:45:31,251","12:45:42,928",efectivo,
FPWGpMP5k3waN27TJ4GR,domingo,"13:16:30,553","13:17:10,132","13:17:22,618","13:17:28,152",efectivo,
9E13lACJuBzFxqBpkPkp,domingo,"14:11:15,071","14:12:58,356","14:13:18,748","14:14:11,239",efectivo,
92nEH8mheoTyRgeE6Dw7,domingo,"12:46:47,132","12:47:17,246","12:47:21,340","12:47:35,893",efectivo,
J9LuVb1ZSMKeJp2AuLKm,domingo,"11:27:58,982","11:29:37,178","11:29:45,790","11:30:23,404",Tarjeta,Hay dos en caja
1OQsJ83tbjXtzJv0UaBY,domingo,"14:15:01,982","14:15:54,376","14:16:54,060","14:17:18,276",Tarjeta,
3LwNP3BoLMY3MAqhocze,domingo,"12:01:16,929","12:01:22,218","12:01:44,556","12:02:27,217",Tarjeta,
335UR5LLvtP77ZByUG9C,domingo,"14:38:47,829","14:44:48,122","14:44:59,026","14:45:19,663",efectivo,
2UvvLBsDTyS9WUDnzswV,domingo,"13:10:54,767","13:13:58,121","13:14:04,662","13:14:28,631",Tarjeta,
2KcHBQngP3ra4VGlejCB,domingo,"13:38:12,273","13:40:34,090","13:40:56,931","13:40:58,194",efectivo,Me asusté con el globo que explotó 
25E6jzcXaF1rljsF8PmL,domingo,"12:19:54,626","12:20:41,505","12:21:05,434","12:21:25,895",efectivo,
22KmRDFVfx6Njpis6V7f,domingo,"12:18:42,771","12:20:01,882","12:20:32,985","12:20:37,023",efectivo,
22KKFosk9n9BiptiN1o4,domingo,"14:49:29,136","14:57:44,773","14:58:13,958","14:58:33,670",Tarjeta,
1zUkNUQICkejBvHmNMeh,domingo,"14:23:15,048","14:23:36,133","14:23:51,148","14:24:02,769",efectivo,
1lU0vWoCD3kMsmo9T0xE,domingo,"14:47:31,805","14:54:27,675","14:54:58,224","14:55:37,846",efectivo,
1iIV8uOSYLiNAuPNzYcG,domingo,"12:44:55,416","12:45:29,627","12:46:21,984","12:46:58,186",efectivo,
1C4dmoT79F5cVlfuhLSB,domingo,"13:47:30,943","13:52:59,033","13:53:14,695","13:53:18,302",efectivo,
8uaZXaEWB8v5pOYDcUBo,domingo,"13:50:07,399","13:53:13,279","13:53:41,154","13:53:57,923",efectivo,
1BZm9v4e9CuhHVMLia1s,domingo,"13:37:39,962","13:39:42,144","13:40:10,787","13:40:25,589",Tarjeta,
0zgCGZK0nPUupXciwqBw,domingo,"15:01:17,338","15:09:36,084","15:09:50,746","15:21:13,753",Tarjeta,"Datáfono fallo, no pudieron pagar, continuara… se fueron a retirar y separaron la caja en dos, datafono y efectivo"
0p4HsetcIPIMatEltAM4,domingo,"12:09:06,957","12:10:44,196","12:10:54,449","12:11:02,626",efectivo,
0lPIrs6wAmdkPSFq56Le,domingo,"12:05:08,331","12:06:34,376","12:06:40,204","12:06:54,551",efectivo,
0XcsNZybzSsdMHzwp64s,domingo,"14:46:54,357","14:54:02,515","14:54:07,839","14:54:24,998",Tarjeta,
0V4YFp8cRlfaIm0By4Ya,domingo,"14:11:04,662","14:11:17,067","14:11:44,555","14:12:08,974",efectivo,
0NLRtZ2bBgv9tsW9CMoF,domingo,"14:09:34,832","14:09:41,035","14:10:01,775","14:10:04,120",efectivo,
0N8qc4zVjxnNlhDYoD1K,domingo,"13:34:27,499","13:34:30,812","13:35:34,541","13:35:58,580",Tarjeta,
0E4WNPjAAIqYcqW23EBo,domingo,"13:24:11,787","13:25:04,147","13:25:29,616","13:25:39,428",Tarjeta,
042KP7Ctbl7lqjiCZV9h,domingo,"14:19:53,000","14:21:27,748","14:22:32,383","14:22:47,318",efectivo,
3R6BZPnZt1G0n8C8V8HC,domingo,"13:04:27,537","13:07:58,410","13:08:07,490","13:08:27,715",efectivo,
3ZQWnQ8dn7yJZQxXGiHK,domingo,"14:57:33,979","15:06:03,390","15:06:22,880","15:06:32,153",efectivo,
3dFJ5SKZ0JtpOIyzn7l9,domingo,"11:39:02,989","11:40:12,191","11:40:59,634","11:41:07,246",efectivo,
3oZynHJsbBEGo1Cb8ebC,domingo,"12:29:56,599","12:32:07,321","12:32:38,977","12:33:08,827",efectivo,
8r2Cagpg2cIQLcbP3SYP,domingo,"13:22:10,778","13:24:37,568","13:24:57,874","13:25:02,776",efectivo,
8ooLDLT1TKB6SkkeVfkh,domingo,"13:03:37,010","13:05:39,463","13:06:07,365","13:06:23,235",efectivo,
8cnX8iAgebssNfRcTKe2,domingo,"14:13:35,169","14:16:19,134","14:16:40,820","14:17:00,534",efectivo,
8bA566WkTjlf90vG0QCN,domingo,"14:44:44,358","14:48:36,549","14:49:00,397","14:49:46,617",Tarjeta,
8063LKbevIUfRosuprnz,domingo,"14:41:40,098","14:46:37,728","14:46:55,270","14:47:17,934",efectivo,
7wtbH4GPYE8QwaRmskcl,domingo,"11:43:04,988","11:44:11,303","11:44:37,398","11:45:02,224",efectivo,
7vLI3uz51xmG57rRG2i0,domingo,"14:01:53,291","14:04:37,488","14:04:42,983","14:05:25,636",Tarjeta,
7OG1rcnUuvzh0bUuFTAh,domingo,"13:47:21,889","13:47:23,978","13:48:00,384","13:48:05,070",Tarjeta,
7MrOsXxVsYvFddmuzsaJ,domingo,"13:43:01,492","13:43:16,490","13:43:55,507","13:44:44,784",efectivo,
6oku2KKPZZ1e5MnaQM1o,domingo,"12:40:41,324","12:40:44,273","12:40:56,558","12:41:09,468",Tarjeta,
6kT0L0jRuloVIFBxaBMk,domingo,"14:23:15,450","14:28:17,831","14:28:25,278","14:29:11,103",Tarjeta,
6hY4wKAYQaey3MXnssAU,domingo,"14:26:05,667","14:32:52,896","14:33:41,382","14:34:00,511",Tarjeta,
6Tod2DP4rQH9YQNGf5E1,domingo,"12:57:05,354","12:57:24,007","12:58:22,876","13:00:24,450",Tarjeta,No le pasó las primeras veces y cambio de tarjeta 
6RXl3EDfBA13zcSIgzM6,domingo,"14:25:36,166","14:32:20,028","14:32:31,500","14:32:45,539",efectivo,
5vWt9ufC6qjBByYof2GU,domingo,"14:23:40,545","14:29:55,562","14:30:24,533","14:30:51,665",Tarjeta,
5ZjGFYGntU4mqTd01Zev,domingo,"13:06:21,051","13:11:49,402","13:11:56,047","13:12:06,276",efectivo,
55nTmI7Px833ZZoWbsYZ,domingo,"13:48:05,326","13:53:19,850","13:53:37,609","13:53:46,962",efectivo,
4aguoFbRsRi1u2J9fl4E,domingo,"14:20:44,222","14:23:50,495","14:24:06,429","14:24:29,988",efectivo,
4McLdGPPPoiigFTVjKr2,domingo,"14:01:41,469","14:03:09,675","14:03:27,705","14:04:29,463",Tarjeta,
4F3jMSm9a1QTCUrFzS8l,domingo,"12:53:58,106","12:57:31,174","12:57:35,335","12:58:05,973",Tarjeta,
465VQEqMHIZgaIE4k7mP,domingo,"13:39:57,910","13:42:28,906","13:42:36,679","13:42:56,897",efectivo,Todas las 3 en cocina
IrNR4E6k6vy7Wgq55REr,domingo,"14:48:48,220","14:57:11,728","14:57:25,396","14:57:29,188",efectivo,
JuDZ7RVQXxMhKeKsG7ri,domingo,"12:47:32,243","12:47:42,093","12:47:54,789","12:48:14,146",Tarjeta,
eubVnCyAX3x4melh4BU3,domingo,"13:21:02,860","13:25:05,375","13:25:06,930","13:25:30,722",Tarjeta,
Y1B3gnc63CzspQ2xLv2v,domingo,"13:50:32,939","13:56:34,312","13:57:04,234","13:58:59,363",efectivo,"Falla datafono, pasa a efectivo "
azQsM3cZ8cESJKrLYFda,domingo,"14:15:58,022","14:17:46,627","14:18:15,813","14:18:20,417",Tarjeta,
ab3d3kWy948DgOeWB3Bj,domingo,"14:55:53,737","15:04:52,480","15:05:39,631","15:06:01,975",efectivo,
ZcsIJyeP7W1QA9TMkEPM,domingo,"15:00:35,193","15:09:11,791","15:09:16,959","15:09:32,855",efectivo,
ZMKXEyVc5gSPd6ldoG0S,domingo,"14:25:32,807","14:30:12,697","14:30:22,291","14:31:04,577",Tarjeta,"Sale a almuerzo jefe y entra otra, por ahora nadie en caja"
ZCtS1ZhTJXO2m1BqwKFt,domingo,"14:25:47,900","14:31:06,031","14:31:59,112","14:32:18,009",efectivo,Ahora son tres en total trabajando
YxUGUr07nrtZmWMbeG4O,domingo,"14:08:49,501","14:08:54,475","14:08:58,871","14:09:38,260",efectivo,
Yw5xdVwMLctSRDEM6eqH,domingo,"13:12:23,884","13:18:01,409","13:18:11,181","13:18:35,699",efectivo,
YZ12uc3KEeyNpVABjDNR,domingo,"13:03:54,775","13:07:32,360","13:08:10,140","13:10:44,890",bono,
YKEPa9emsbnEDx97t46P,domingo,"13:49:30,333","13:51:09,753","13:51:26,066","13:51:49,023",efectivo,
YAq7Y3q1Zd1ac3ZEGRWW,domingo,"13:52:27,084","13:56:14,503","13:56:35,767","13:56:44,829",efectivo,
XUql8cNBcj9UAwIrdjWd,domingo,"13:45:10,945","13:45:35,540","13:45:37,793","13:45:46,339",Tarjeta,
TZMu8qLdloYKQqoxhdHb,domingo,"14:38:05,348","14:42:23,329","14:43:30,719","14:43:37,943",Tarjeta,
X2haYKOjA9JcHCLrcGbm,domingo,"12:25:52,862","12:25:54,299","12:26:51,127","12:27:12,639",Tarjeta,
WZFvwn881nfDLQJMswy3,domingo,"13:27:15,055","13:30:10,688","13:30:18,423","13:30:48,884",efectivo,
WUkLAAQlwcptZ26nwoBN,domingo,"12:35:35,156","12:37:10,755","12:37:37,908","12:38:08,600",efectivo,
W46Gl7j2fn87D4iAmQxC,domingo,"13:59:45,422","14:05:01,880","14:05:24,952","14:05:58,369",Tarjeta,
Vt2K1w16BwJzRcJkVVQb,domingo,"13:20:41,487","13:21:41,629","13:22:11,641","13:23:44,279",Tarjeta,
UfwCK6oZu8x6wHIUCoJV,domingo,"13:27:44,594","13:28:12,329","13:28:35,382","13:28:47,679",Tarjeta,
UJsHgH5i4DtvPwVPiF7K,domingo,"13:16:45,865","13:19:51,254","13:20:02,015","13:20:56,680",efectivo,
UBMQY0B0pMLkIhq4EYFu,domingo,"13:20:18,084","13:21:01,027","13:21:17,614","13:21:18,599",efectivo,
U5c8wQ9JB4MOEh6APXMX,domingo,"13:51:18,991","13:53:59,212","13:54:14,440","13:54:28,585",Tarjeta,
TsojEkwCLIohb5U6NDXS,domingo,"14:13:56,848","14:19:07,244","14:19:18,072","14:19:31,095",efectivo,
azrda9OuP5oPzFugjoSi,domingo,"14:47:48,966","14:55:42,895","14:56:20,083","14:56:55,882",efectivo,
bCaLcS7VUOcjk5x6oKDu,domingo,"14:51:46,791","14:58:29,229","14:58:46,761","14:59:02,655",efectivo,
bUcVKbVddwur9yUHBrgx,domingo,"13:57:52,661","14:02:13,553","14:02:27,769","14:02:59,711",Tarjeta,"4 en servicio, de cocina y caja"
bXU0fAe9x5OUvWzwLRO8,domingo,"14:45:07,770","14:49:50,808","14:50:28,726","14:51:25,527",efectivo,
emSqXekhTifdocr4Ngz2,domingo,"14:13:50,411","14:14:46,451","14:15:13,629","14:15:23,487",Tarjeta,
eZlB6l98HRp6k17yPmou,domingo,"14:31:52,161","14:39:14,725","14:39:24,313","14:39:39,420",efectivo,
eEicUnjSqj3x0j16y2O4,domingo,"14:49:36,861","14:58:38,318","14:58:43,449","14:58:52,419",Tarjeta,
dVLL06RZNYnqUJHSf9lL,domingo,"12:48:39,256","12:49:53,119","12:53:00,544","12:53:25,246",Tarjeta,
dV1jAZYjPi63k1luE30D,domingo,"14:43:05,962","14:50:34,482","14:51:03,281","14:51:04,787",efectivo,
dU1FrkzBeecLV8ziFQQW,domingo,"11:41:52,870","11:42:01,626","11:42:40,222","11:42:43,599",efectivo,
d8MSkn2V32TEwBmI22GQ,domingo,"13:54:08,895","13:57:19,422","13:57:28,203","13:58:01,811",efectivo,
cxhxGSKTm1HxXISEoJW6,domingo,"13:06:44,713","13:12:10,955","13:12:17,148","13:12:31,416",Tarjeta,
cnjb87SNBNndqD3B906Z,domingo,"11:31:36,647","11:32:10,908","11:32:28,147","11:32:42,714",Tarjeta,
cjvEfGsirQP7vhPTG9oQ,domingo,"13:28:02,815","13:28:55,952","13:29:22,442","13:29:59,202",efectivo,
cgSZM3sZXMLhYwvJeJsY,domingo,"14:26:24,775","14:34:06,081","14:34:12,017","14:34:19,956",Tarjeta,
cY84Q17yhRBtAUHlpxzG,domingo,"14:05:23,336","14:08:25,896","14:08:27,927","14:08:39,365",efectivo,
cTN3SsFbjxv1A399sgZ5,domingo,"14:11:07,000","14:12:13,544","14:12:37,545","14:15:47,441",Tarjeta,Fallo datafono
cEPOgAcoOz1nPPcrnyeC,domingo,"14:34:37,541","14:40:23,841","14:40:54,152","14:41:16,088",Tarjeta,
cAN06Lht5jfldendQIjb,domingo,"13:03:29,211","13:04:05,180","13:04:14,989","13:07:55,326",Tarjeta,Fallo datafono
bt9ysYQefJeioHLSpDSS,domingo,"14:26:51,255","14:34:24,561","14:36:24,646","14:36:55,262",efectivo,
biNy2Dqxccj9SabENKB4,domingo,"12:38:18,036","12:39:35,551","12:39:49,245","12:40:20,581",efectivo,
bdKDi2PCBimgudxAZzK6,domingo,"12:35:33,984","12:35:47,542","12:36:18,778","12:37:08,869",Tarjeta,
bbmDfTBCnpiUXmY9MGm2,domingo,"13:31:55,234","13:31:58,154","13:32:17,962","13:32:42,621",efectivo,
bb4QT91VrWwtdFnnGC3N,domingo,"14:28:25,329","14:37:03,328","14:37:37,684","14:40:00,950",Tarjeta,Falla datafono
bZ2fRKN1KnzFCukHYuah,domingo,"13:59:37,069","14:04:18,187","14:04:45,768","14:05:00,611",Tarjeta,
ThGtSsRHucmQC1qZ44TG,domingo,"14:53:10,310","14:59:05,448","14:59:20,663","14:59:48,522",efectivo,
THfGmtp4j4kHGJDWdUcw,domingo,"12:00:21,198","12:00:22,654","12:00:31,650","12:01:05,421",Tarjeta,
K4AtpGn0pZGBAEgGBt0i,domingo,"13:11:40,860","13:14:31,489","13:14:39,273","13:14:56,604",efectivo,
LzmLHui4PMUUN95NoDFI,domingo,"14:31:12,216","14:40:33,066","14:40:46,298","14:41:03,354",efectivo,
P0CoONsp40mxae8CrkWV,domingo,"13:44:58,854","13:46:16,457","13:46:33,878","13:47:12,665",Tarjeta,
OZL91qXB7OgEF0cRadlF,domingo,"12:34:25,510","12:35:32,347","12:35:48,235","12:36:36,366",efectivo,
Nmg6LnA9ONf5kKoErCbV,domingo,"14:10:28,243","14:11:07,873","14:11:28,910","14:11:40,237",efectivo,
NWlZb9dfMhvgGmnwLasb,domingo,"14:31:21,973","14:38:19,645","14:38:51,620","14:39:05,905",efectivo,
NSlYPqtI4YCAimtHWbe6,domingo,"13:49:46,207","13:53:50,549","13:53:52,794","13:56:12,949",efectivo,"Fallo datafono, cambio a efectivo"
NJculFI9IyjR5RJJzCDU,domingo,"11:34:41,424","11:39:17,500","11:39:50,022","11:40:04,918",Tarjeta,"Cajera estaba alistando todo antes de atender, solo 2 en servicio "
NIbVfU1bn63vw7VeTs74,domingo,"12:56:59,221","12:58:09,551","12:58:24,793","12:58:52,988",Tarjeta,
N63ReJfuqfoFrMX4jD5i,domingo,"12:58:16,781","12:58:54,853","12:59:17,653","12:59:44,306",efectivo,
MnbowGpUw9Oh92QOw9tY,domingo,"13:24:07,813","13:26:38,495","13:26:44,570","13:27:19,538",Tarjeta,
MdRC6UpFLAsve7o0yMDn,domingo,"13:16:17,954","13:19:19,479","13:19:25,193","13:19:49,175",Tarjeta,
LrVd24thpYtdG9Iqxaes,domingo,"13:46:31,145","13:51:36,545","13:52:03,273","13:52:20,045",efectivo,
TEsIJG3yuicMObsmQKc0,domingo,"13:06:45,082","13:13:06,013","13:13:19,928","13:13:35,325",efectivo,
Li1FdzRChQEH82n2WXaQ,domingo,"13:53:06,635","14:00:15,261","14:00:34,668","14:00:45,875",Tarjeta,
LYvQW3Xy9YXRomO7eL5y,domingo,"14:45:35,367","14:51:27,263","14:51:38,717","14:52:01,486",Tarjeta,
LTCCYaG5zKOpZZmTyRXc,domingo,"13:54:28,076","14:01:44,092","14:01:59,051","14:02:11,047",Tarjeta,
LH0kHcG5h336Dev35zKn,domingo,"14:24:24,855","14:31:43,903","14:31:57,655","14:32:11,892",Tarjeta,
L91xEj4qqN2rgHCSEyre,domingo,"14:27:18,598","14:33:36,265","14:34:06,489","14:34:33,526",Tarjeta,
L36FhuU5jOaFJ1Cp5a1Q,domingo,"12:41:04,279","12:41:22,966","12:41:39,084","12:41:49,234",efectivo,
KmsaoHK7QWI9tlixcEDu,domingo,"14:35:18,360","14:41:31,535","14:41:53,276","14:42:04,911",efectivo,
Kj8TF1YlqEFObedRAzMK,domingo,"13:07:22,607","13:16:22,837","13:16:33,454","13:16:35,820",efectivo,
KTWZC9ooIKErQ9HAmFQX,domingo,"13:43:18,002","13:44:47,317","13:45:02,501","13:45:30,584",efectivo,
K8h5pWEFwmsoMt52XcH3,domingo,"14:21:30,925","14:27:09,587","14:27:35,663","14:27:47,044",Tarjeta,
P0cIZQQmwnYDKPYtUPXi,domingo,"11:44:13,877","11:45:05,666","11:45:53,186","11:46:04,724",Tarjeta,
P2ty8X0xRZStELdLo6Wp,domingo,"11:50:32,398","11:53:54,238","11:54:03,351","11:54:50,413",efectivo,
P48Y8LYkvy6XvKAKNZjv,domingo,"13:28:53,610","13:30:51,160","13:31:04,487","13:32:43,487",efectivo,"Esta lento datafono, pago en efectivo"
PBbhcM8nR1838brofVGe,domingo,"14:18:36,580","14:19:56,622","14:20:26,915","14:20:31,655",efectivo,
TD8TEoSZ4MxBZN125BG3,domingo,"14:46:25,240","14:52:54,406","14:53:05,798","14:53:39,558",Tarjeta,
TAhylOdg1xIUCpxNVqBh,domingo,"13:20:24,026","13:23:51,710","13:24:02,493","13:24:32,846",efectivo,
T6EByzKigSotoIDkFjsl,domingo,"14:21:21,717","14:26:32,214","14:26:39,050","14:27:03,407",efectivo,
SwE7UZgcWHjWvXzNm9tB,domingo,"14:45:42,335","14:52:04,547","14:52:35,441","14:52:52,812",efectivo,
Sr9x4CwhjNIdokTtmlac,domingo,"14:36:52,543","14:42:06,466","14:42:14,517","14:42:35,080",efectivo,
SXcU7MZpMhIBuNauUxgd,domingo,"13:17:33,788","13:17:34,718","13:17:41,179","13:17:44,936",efectivo,
SRcfFBcif1Z5MQqQaCrW,domingo,"14:51:22,074","14:58:12,912","14:58:27,787","14:58:28,229",efectivo,
SDvEBQ0OVcjQaEJJfMhC,domingo,"14:05:20,533","14:07:09,861","14:07:29,473","14:08:09,806",Tarjeta,
RsbSS3VRnTxS9MxT7P55,domingo,"12:16:17,574","12:16:22,152","12:16:37,530","12:17:00,756",efectivo,
RqeAYoyQhfx9TFx77ash,domingo,"13:19:38,848","13:23:27,854","13:23:35,770","13:23:49,768",Tarjeta,
REYkgWNEUL5qrom3gbmM,domingo,"14:20:03,365","14:22:51,875","14:23:22,388","14:23:43,052",efectivo,
RCrg92R3sWYyySORCPrt,domingo,"14:58:51,300","15:06:33,780","15:06:54,529","15:07:27,082",efectivo,
QuQq7YQDRTGAdTzfJTa1,domingo,"15:01:25,821","15:02:28,340","15:02:55,613","15:02:57,157",efectivo,
QmANNGVD9VSufAneY2tw,domingo,"13:23:52,376","13:25:51,614","13:26:04,716","13:26:33,419",Tarjeta,
QgwJJ4GKQ5TuUr1uQG78,domingo,"14:08:18,194","14:09:50,162","14:09:59,340","14:10:08,584",efectivo,
QFwm4WaSwcYVblafpenH,domingo,"14:27:36,978","14:34:35,467","14:34:54,639","14:36:37,837",Tarjeta,Dos turno en uno
Pq47RtrTNdXMZRxrFTwl,domingo,"12:48:17,799","12:49:32,071","12:49:47,718","12:49:55,024",efectivo,
PpuM986QfY01LlGh1B5y,domingo,"14:13:40,303","14:17:02,164","14:17:27,766","14:18:14,869",efectivo,
PlxhS9A8cE1rYYX42RCH,domingo,"12:42:41,405","12:44:09,010","12:44:20,270","12:44:28,085",efectivo,
Ph4okJnBvHgWsZv1bFML,domingo,"14:41:28,666","14:47:27,793","14:47:35,953","14:48:40,364",Tarjeta,
PWA9QTBF4yjJEyYDzFRe,domingo,"12:10:18,932","12:10:27,702","12:10:30,532","12:10:41,760",efectivo,
zqkb6SDahOI2WbQIZmO4,domingo,"14:39:34,166","14:44:16,851","14:44:28,760","14:44:47,113",Tarjeta,
